"Health & Social Care","https://www.emeraldinsight.com/doi/book/10.1016/s0275-4959%282005%2923","Volume 23 - Health Care Services, Racial and Ethnic Minorities and Underserved Populations: Patient and Provider Perspectives","978-0-7623-1249-8","978-1-84950-372-3","Jennie Jacobs Kronenfeld","2005","","Section 1: Health Care Disparities: Racial and Ethnic Minorities, Underserved Populations and Health Care Services;Section 2: Gender and Related Issues;Section 3: Special Types of Underserved Populations: Mental Health, Emotional Well Being, Aging and Sex Workers;Section 4: Treatment Disparities and Providers of Care;Section 5: Policy Concerns","Research in the Sociology of Health Care","0275-4959","Dr Barbara Altman, Dr Sharon Barnartt","Sociology,","1757-0980","Sociology,"
"Education","https://www.emeraldinsight.com/doi/book/10.1108/s1479-3644201821","Volume 21 - Underserved Populations at Historically Black Colleges and Universities: The Pathway to Diversity, Equity, and Inclusion","978-1-78754-841-1","978-1-78754-840-4","Cheron H. Davis, Adriel A. Hilton, Donavan L. Outten","2018","","","Diversity in Higher Education","1479-3644","Professor Henry T. Frierson","Education","1359-5474","Education"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1016/s0190-1281%282006%2925","Volume 25 - Choice in Economic Contexts","978-0-7623-1375-4","978-1-84950-463-8","Donald C. Wood","2006","","Part I: Migration and Labor;Part II: Markets and Marketing;Part III: Local Responses to Market Shifts and Expansion in Latin America;Part IV: Karl Polanyi and the Critique of Formalism in Economic Analysis","Research in Economic Anthropology","0190-1281","Dr. Donald Wood","Sociology","1757-0972","Sociology"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1108/s0882-6145201431","Volume 31 - Advances in Group Processes","978-1-78441-078-0","978-1-78441-077-3","Shane R. Thye, Edward J. Lawler","2014","","","Advances in Group Processes","0882-6145","S.R.Thye and Edward Lawler","HR, Learning & Organization Studies","1012-8255","HR, Learning & Organization Studies"
"Operations, Logistics & Quality","https://www.emeraldinsight.com/loi/jhlscm","Journal of Humanitarian Logistics and Supply Chain Management","978-1-78743-082-2","978-1-78743-081-5","Huub Ruël","2017","","Part I Conceptualizing Business Diplomacy;Part II Topical Business Diplomacy;Part III Business Diplomacy","International Research in the Business Disciplines","1074-7877","Professor Craig S. Galbraith","Information & Knowledge Management","2042-6747","Information & Knowledge Management"
"Health & Social Care","https://www.emeraldinsight.com/doi/book/10.1108/s1474-8231%282009%298","Volume 8 - Biennial Review of Health Care Management: Meso Perspective","978-1-84855-672-0","978-1-84855-673-7","Grant T. Savage, Myron D. Fottler","2009","","Section I: Organizational Behavior Perspectives;Section II: Organizational Development and Strategic Management Perspectives","Advances in Health Care Management","1474-8231","Dr. Leonard H. Friedman, Dr. Jim Goes, Professor Grant T. Savage","Health & Social Care","1753-0180","Health & Social Care"
"Public Policy & Environmental Management","https://www.emeraldinsight.com/doi/book/10.1108/s1572-8323%282010%2914","Volume 14 - Economics of War and Peace: Economic, Legal, and Political Perspectives","978-0-85724-004-0","978-0-85724-005-7","Benjamin E. Goldsmith, Jurgen Brauer","2010","","","Contributions to Conflict Management, Peace Economics and Development","1572-8323","Professor Manas Chatterji","Public Policy & Environmental Management,","1745-9265","Public Policy & Environmental Management,"
"Public Policy & Environmental Management","https://www.emeraldinsight.com/doi/book/10.1108/9781787144477","Putting the Genie Back: Solving the Climate and Energy Dilemma","978-1-78714-448-4","978-1-78714-447-7","Michael Brzoska, George A. Lopez","2017","Climate change is one of the most pervasive yet least understood issue of our generation. Some deny it, while most are left wondering what to think and do about it. This book explores the climate issues from its very beginnings through to the end of the 21st Century and looks in depth at the transition challenge we collectively face.","","Contributions to Conflict Management, Peace Economics and Development","1572-8323","Professor Manas Chatterji","Public Policy & Environmental Management,","2517-679X","Public Policy & Environmental Management,"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s1569-3759%282012%2994","Volume 94 - Derivative Securities Pricing and Modelling","978-1-78052-616-4","978-1-78052-617-1","Jonathan A. Batten, Niklas Wagner","2012","","Part I: Advances in Derivatives and Economic Stability;Part II: Derivatives Prices and Risk-Neutral Distributions;Part III: Derivatives Models and Model Performance;Part IV: Derivatives Models, Risk Management, Credit and Corporate Control","Contemporary Studies in Economic and Financial Analysis","1569-3759","Professor Badi H. Baltagi and Professor Efraim Sadka","Accounting, Finance & Economics","2044-1398","Accounting, Finance & Economics"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/loi/cdi","Career Development International","978-1-78052-438-2","978-1-78052-439-9","Gabriel Eweje, Martin Perry","2011","","Part I: Conceptualizing Business Engagement with Sustainability;Part II: Business Sustainability: Opportunities and Strategies;Part III: Stakeholder Management and Facilitating Change for Sustainability","Critical Studies on Corporate Responsibility, Governance and Sustainability","2043-9059","William Sun","HR, Learning & Organization Studies","1362-0436","HR, Learning & Organization Studies"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/loi/jcefts","Journal of Chinese Economic and Foreign Trade Studies","978-0-7623-1068-5","978-1-84950-246-7","J. Jay Choi, Takato Hiraki","2003","","","International Finance Review","1569-3767","Professor J. Jay Choi","Accounting, Finance & Economics","1754-4408","Accounting, Finance & Economics"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s0363-3268%282003%2921","Volume 21 - Research in Economic History","978-0-7623-0993-1","978-1-84950-194-1","Mathew Tsamenyi, Shahzad Uddin","2003","","","Research in Economic History","0363-3268","Susan Wolcott and Christopher Hanes","Sociology","","Sociology"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1016/s1521-6136%282007%298","Volume 8 - Police Occupational Culture","978-0-7623-1307-5","978-0-85724-055-2","Megan O'Neill, Monique Marks, Anne-Marie Singh","2007","","","Sociology of Crime, Law and Deviance","1521-6136","Professor Mathieu Deflem, University of South Carolina","Sociology","2050-8824","Sociology"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s0733-558x201754a","Volume 54A - Multimodality, Meaning, and Institutions","978-1-78743-330-4","978-1-78743-329-8","Markus A. Höllerer, Thibault Daudigeos, Dennis Jancsary","2017","","Section 1: Pushing Forward the Multimodal Agenda in Organization Studies;Section 2: Methodological Advances in Multimodal Research;Section 3: Multimodality and The Institutionalization of Innovations","Research in the Sociology of Organizations","0733-558X","Professor Michael Lounsbury","HR, Learning & Organization Studies,","2050-8824","HR, Learning & Organization Studies,"
"Education","https://www.emeraldinsight.com/doi/book/10.1108/s1479-3644%282013%2914","Volume 14 - Seeding Success in Indigenous Australian Higher Education","978-1-78190-686-6","978-1-78190-687-3","Rhonda G. Craven, Janet Mooney","2013","","","Diversity in Higher Education","1479-3644","Professor Henry T. Frierson","Education","0968-4883","Education"
"Marketing","https://www.emeraldinsight.com/doi/book/10.1108/9781787145498","No Business is an Island: Making Sense of the Interactive Business World","978-1-78714-550-4","978-1-78714-549-8","Håkan Håkansson, Ivan Snehota","2017","The base for this book is 40 years of research on business relationships between companies evidencing the interactive features of the contemporary business world that have important consequences for management, policy and research.","","Advances in International Marketing","1474-7979","Professor Shaoming Zou","Marketing","0263-4503","Marketing"
"Sociology","https://www.emeraldinsight.com/series/esrcs","","978-1-78441-680-5","978-1-78441-679-9","Glenn Morgan, Paul Hirsch, Sigrid Quack","2015","","The New Context of Elites: Neo-Liberalism and Globalization;The Field of Power: The Changing Nature of Elite Networks;Elites and the Problem of Legitimacy;Elites and the Politics of Crisis","Emerald Studies in Reproduction, Culture, and Society","0733-558X","Professor Michael Lounsbury","Sociology","1753-7983","Sociology"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1016/s1475-9152%282007%292","Volume 2 - Designing Information and Organizations with a Positive Lens","978-0-7623-1287-0","978-1-84950-398-3","Michel Avital, Richard J. Boland, David L. Cooperrider","2007","","Part I: Design Theory and Practice;Part II: Design Language;Part III: Positive Organizing","Advances in Appreciative Inquiry","1475-9152","Professor David Cooperrider, Professor Michel Avital","HR, Learning & Organization Studies","1352-7606","HR, Learning & Organization Studies"
"Education","https://www.emeraldinsight.com/series/aset","","978-0-7623-1029-6","978-1-84950-216-0","Evan Ortlieb, Earl H. Cheek","2003","","","Advances in Special Education Technology","2056-7693","Dr. Festus E. Obiakor and Dr. Jeffrey P. Bakken","Education","2044-1282","Education"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s0731-9053%282008%2923","Volume 23 - Bayesian Econometrics","978-1-84855-308-8","978-1-84855-309-5","Siddhartha Chib, William Griffiths, Gary Koop, Dek Terrell","2008","","Part I: Introduction;Part II: Microeconometric Modeling;Part III: Time-Series Modeling","Advances in Econometrics","0731-9053","Thomas B. Fomby, R. Carter Hill, Ivan Jeliazkov, Juan Carlos Escanciano and Eric Hillebrand","Accounting, Finance & Economics","0965-7967","Accounting, Finance & Economics"
"Operations, Logistics & Quality","https://www.emeraldinsight.com/doi/book/10.1108/s0733-558x201753","Volume 53 - Structure, Content and Meaning of Organizational Networks: Extending Network Thinking","978-1-78714-434-7","978-1-78714-433-0","Peter Groenewegen, Julie E. Ferguson, Christine Moser, John W. Mohr, Stephen P. Borgatti","2017","","","Research in the Sociology of Organizations","0733-558X","Professor Michael Lounsbury","HR, Learning & Organization Studies,","1753-8297","HR, Learning & Organization Studies,"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s1049-2585201523","Volume 23 - Measurement of Poverty, Deprivation, and Economic Mobility","978-1-78560-387-7","978-1-78560-386-0","Thesia I. Garner, Kathleen S. Short","2015","","","Research on Economic Inequality","1049-2585","Professor John Bishop","Public Policy & Environmental Management","0307-4358","Public Policy & Environmental Management"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s0278-1204201534","Volume 34 - States and Citizens: Accommodation, Facilitation and Resistance to Globalization","978-1-78560-181-1","978-1-78560-180-4","Jon Shefner","2015","","Part I: Globalizing States;Part II: Globalizing Citizens;Review Essay","Current Perspectives in Social Theory","0278-1204","Dr Harry Dahms","Sociology","1871-2673","Sociology"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s1059-4337%282010%2951","Volume 51 - Special Issue Interdisciplinary Legal Studies: The Next Generation","978-1-84950-750-9","978-1-84950-751-6","Austin Sarat","2010","","","Studies in Law, Politics and Society","1059-4337","Professor Austin Sarat","Sociology","1871-2673","Sociology"
